loan_id,amount,interest_rate,term_months,zone,origination_date,price_appreciation_rate,formalization_status,rbi_rate_at_origination
LN101719,1664468,7.18,180,South Mumbai,2019-07-02,0,Formal,6.83
LN101720,7978140,7.23,300,Mumbai Suburbs,2017-03-18,0.0226,Formal,5.04
LN101721,15521816,8.81,360,Mumbai Suburbs,2016-10-28,0.1031,Formal,4.2
LN101722,12748768,9.69,360,South Mumbai,2020-02-20,0.0675,Formal,7.38
LN101723,14611312,7.91,360,Mumbai Suburbs,2019-04-17,0.0651,Formal,6.05
LN101724,4037099,7.23,180,Mumbai Suburbs,2016-04-23,0.0873,Formal,4.61
LN101725,13384217,8.77,300,Navi Mumbai,2021-12-27,0.0689,Formal,6.19
LN101726,5828426,9.55,360,Mumbai Suburbs,2019-07-13,0.0517,Formal,4.15
LN101727,9100706,9.12,360,Mumbai Suburbs,2017-06-22,0.0468,Formal,4.66
LN101728,19820039,9.54,360,Mumbai Suburbs,2022-10-10,0.0247,Formal,6.21
LN101729,18825389,8.38,240,South Mumbai,2016-04-16,0.028,Informal,5.41
LN101730,9379341,9.13,300,Mumbai Suburbs,2019-02-03,0.0652,Formal,5.14
LN101731,10890633,6.99,240,Mumbai Suburbs,2019-06-12,0.0553,Formal,6.29
LN101732,7579137,7.72,180,South Mumbai,2022-11-01,0.0746,Formal,7.03
LN101733,11980269,7.86,360,South Mumbai,2022-06-15,0.0574,Formal,6.38
LN101734,2912584,8.29,180,Mumbai Suburbs,2022-05-30,0.0281,Formal,5.62
LN101735,15178388,9.75,300,South Mumbai,2018-02-09,0.0674,Informal,6.31
LN101736,18002265,9.56,180,South Mumbai,2019-11-11,0.0656,Formal,6.43
LN101737,15846767,6.97,180,Mumbai Suburbs,2021-11-27,0.0605,Formal,6.71
LN101738,15677441,7.1,360,Mumbai Suburbs,2021-12-30,0.0647,Informal,5.07
LN101739,12250117,7.75,300,Navi Mumbai,2017-04-13,0.119,Formal,4.4
LN101740,1747419,7.52,180,Mumbai Suburbs,2016-12-04,0.0242,Formal,6.39
LN101741,10468532,8.65,240,Mumbai Suburbs,2017-09-05,0.0313,Formal,4.42
LN101742,6438684,9.66,360,Mumbai Suburbs,2017-06-08,0.0089,Formal,5.62
LN101743,3380932,9.87,240,South Mumbai,2017-05-30,0.0628,Informal,4.81
LN101744,2654753,8.79,360,South Mumbai,2018-11-26,0.0019,Formal,5.16
LN101745,14685039,9.43,180,Mumbai Suburbs,2020-10-27,0.0667,Informal,5.65
LN101746,9793380,8.34,360,Mumbai Suburbs,2018-08-17,0.0583,Informal,7.14
LN101747,17673742,7.23,180,Mumbai Suburbs,2022-04-28,0.0428,Formal,6.38
LN101748,11104107,8.34,240,Mumbai Suburbs,2022-08-29,0.0742,Formal,4.6
LN101749,1571107,8.44,180,South Mumbai,2015-01-29,0.0689,Formal,7.08
LN101750,17064554,9.1,360,Mumbai Suburbs,2020-02-18,0.1082,Informal,5.75
LN101751,11905942,7.27,360,Mumbai Suburbs,2016-10-10,0.0784,Formal,4.71
LN101752,3086213,7.79,360,Mumbai Suburbs,2020-02-08,0.0581,Formal,5.85
LN101753,11302330,7.77,240,Mumbai Suburbs,2018-06-25,0,Informal,4.67
LN101754,12199468,9.86,300,Navi Mumbai,2015-03-08,0.0879,Formal,5.29
LN101755,9937492,8.05,240,Navi Mumbai,2019-06-04,0.0881,Formal,6.82
LN101756,2999254,9.14,180,Navi Mumbai,2018-08-13,0.0997,Formal,6.31
LN101757,6044842,9.13,180,South Mumbai,2016-03-06,0,Formal,5.67
LN101758,5156532,7.43,240,South Mumbai,2022-06-17,0.0662,Formal,4.79
LN101759,7592910,8.5,240,South Mumbai,2015-09-17,0.0798,Informal,4.99
LN101760,6561112,9.63,180,South Mumbai,2016-03-26,0.096,Formal,7.42
LN101761,8909699,8.16,180,Mumbai Suburbs,2021-06-11,0.0781,Formal,5.2
LN101762,12255948,9.81,180,Mumbai Suburbs,2017-09-05,0.0618,Formal,6.16
LN101763,1258517,7.25,300,Mumbai Suburbs,2017-09-23,0.0294,Informal,5.75
LN101764,10745741,6.76,300,Navi Mumbai,2020-11-04,0.0565,Informal,4.08
LN101765,7428540,9.62,240,Navi Mumbai,2022-03-15,0.0717,Formal,7.31
LN101766,1705475,9.47,240,South Mumbai,2018-11-26,0.0835,Formal,4.31
LN101767,16560243,9.97,300,Navi Mumbai,2019-07-18,0.0124,Informal,6.31
LN101768,12177498,8.88,360,Mumbai Suburbs,2021-02-01,0.0689,Formal,6.84
LN101769,5338843,9.78,300,Mumbai Suburbs,2019-03-05,0.0158,Formal,6.62
LN101770,1424226,9.39,240,Mumbai Suburbs,2016-08-15,0.068,Formal,6.83
LN101771,13056199,9.46,300,South Mumbai,2019-11-13,0.0256,Formal,6.59
LN101772,16843433,8.49,360,Navi Mumbai,2015-01-12,0.0167,Formal,5.56
LN101773,5117923,7.84,240,Mumbai Suburbs,2015-01-08,0.1143,Informal,7.14
LN101774,7303745,9.77,180,Navi Mumbai,2019-07-14,0.0185,Formal,7.19
LN101775,1698956,8.01,240,Navi Mumbai,2017-09-13,0.0409,Formal,5.53
LN101776,13290137,8.39,300,Mumbai Suburbs,2022-07-03,0.0594,Formal,5.7
LN101777,7278602,8.06,300,South Mumbai,2017-04-21,0,Formal,5.7
LN101778,7143326,8.48,360,South Mumbai,2021-09-15,0.0836,Formal,4.98
LN101779,1175211,8.15,300,Mumbai Suburbs,2015-09-12,0.039,Formal,4.4
LN101780,8519817,6.67,360,South Mumbai,2022-12-25,0.0294,Formal,4.92
LN101781,13481574,9.59,240,Navi Mumbai,2022-03-13,0.0877,Formal,6.95
LN101782,8412620,8.06,300,South Mumbai,2018-09-28,0.0199,Formal,5.9
LN101783,19660592,8.56,240,Navi Mumbai,2018-05-07,0.0734,Informal,6.98
LN101784,16848375,6.99,180,Mumbai Suburbs,2015-07-12,0.0607,Formal,6.61
LN101785,9544291,6.51,180,South Mumbai,2015-08-25,0.0617,Informal,5.22
LN101786,12392083,7.36,360,Mumbai Suburbs,2019-08-09,0.0583,Formal,4.65
LN101787,5730741,8.97,300,Mumbai Suburbs,2015-07-05,0.0639,Formal,5.99
LN101788,6605126,6.85,240,Mumbai Suburbs,2018-03-10,0,Formal,7.28
LN101789,14952821,9.68,240,Mumbai Suburbs,2021-03-13,0.0338,Formal,6.94
LN101790,15394752,7.25,300,South Mumbai,2021-07-24,0.0326,Formal,6.67
LN101791,19683255,7.22,240,Mumbai Suburbs,2017-04-09,0.0932,Formal,6.67
LN101792,14149868,7.14,300,Mumbai Suburbs,2016-03-28,0.0648,Formal,5.85
LN101793,2455465,6.55,300,Mumbai Suburbs,2020-10-25,0.0603,Formal,4.59
LN101794,13581422,9.2,180,Navi Mumbai,2016-08-27,0.1157,Formal,5
LN101795,12098252,9.56,300,South Mumbai,2019-01-26,0,Formal,6.02
LN101796,1211830,8.65,240,South Mumbai,2018-04-14,0.1024,Formal,5.11
LN101797,6987029,7.16,300,Mumbai Suburbs,2021-07-18,0.0604,Informal,6.74
LN101798,7516616,7.5,180,Navi Mumbai,2019-02-26,0.0373,Formal,5.31
LN101799,5755976,8.17,180,Mumbai Suburbs,2022-06-09,0.044,Formal,4.4
LN101800,7897673,9.84,360,South Mumbai,2018-02-03,0.0451,Informal,6.74
LN101801,13448727,7.37,240,South Mumbai,2022-12-02,0.105,Formal,6.44
LN101802,7002296,9.06,300,South Mumbai,2019-07-26,0.0672,Formal,4.89
LN101803,17852604,8.04,240,Mumbai Suburbs,2016-05-09,0.0806,Informal,7.43
LN101804,7810183,7.54,240,Mumbai Suburbs,2019-09-10,0.0377,Formal,5.41
LN101805,19552983,8.1,300,Mumbai Suburbs,2019-09-26,0.0633,Formal,6.38
LN101806,8983823,6.75,180,South Mumbai,2020-07-29,0.0873,Formal,7.19
LN101807,9373296,9.3,240,South Mumbai,2018-08-28,0.0938,Formal,4.55
LN101808,11718361,7.35,360,Mumbai Suburbs,2017-11-09,0.0198,Informal,7.08
LN101809,6877809,9.04,240,Navi Mumbai,2021-04-07,0.0843,Formal,6.46
LN101810,10886226,6.74,180,Mumbai Suburbs,2022-07-06,0.0556,Formal,4.59
LN101811,9002619,9.84,360,Navi Mumbai,2015-03-03,0.071,Formal,6.33
LN101812,15978249,7.18,360,Mumbai Suburbs,2017-07-29,0.0442,Formal,7.06
LN101813,8667857,9.59,360,South Mumbai,2015-11-05,0.1058,Formal,6.8
LN101814,5428690,9.33,360,South Mumbai,2018-12-24,0.0678,Informal,6.66
LN101815,6439433,9.89,300,Mumbai Suburbs,2017-01-27,0.0424,Informal,4.56
LN101816,9889782,8.17,300,Mumbai Suburbs,2016-05-03,0.0453,Formal,4.67
LN101817,3881777,9.05,300,Mumbai Suburbs,2018-11-11,0.0858,Formal,5.92
LN101818,17972462,7.8,360,Mumbai Suburbs,2022-07-20,0.0816,Formal,6.03
LN101819,4696176,7.15,180,Mumbai Suburbs,2022-12-02,0.0624,Formal,7.3
LN101820,11732002,8.05,240,South Mumbai,2018-04-13,0.0484,Formal,5.64
LN101821,9899691,7.08,360,Navi Mumbai,2016-08-26,0.0887,Informal,5.06
LN101822,15697697,9.94,180,Mumbai Suburbs,2017-09-18,0.0442,Formal,4.67
LN101823,18789600,6.84,240,Mumbai Suburbs,2022-02-02,0.0427,Informal,4.19
LN101824,18644180,8.56,360,Mumbai Suburbs,2017-03-28,0.1358,Formal,4.24
LN101825,9437712,8.69,240,Mumbai Suburbs,2020-10-11,0.0714,Informal,6.01
LN101826,1863663,8.38,300,South Mumbai,2017-08-29,0.0575,Formal,4.62
LN101827,6783182,8.82,300,Mumbai Suburbs,2022-06-17,0.0467,Informal,6.98
LN101828,16821218,6.91,300,Mumbai Suburbs,2018-12-04,0.0537,Formal,6.09
LN101829,14147590,8.44,180,Mumbai Suburbs,2022-10-01,0.0974,Informal,7.03
LN101830,2206861,7.51,300,South Mumbai,2018-06-30,0.0849,Informal,5.5
LN101831,4119612,9.79,180,South Mumbai,2016-10-27,0.0405,Informal,6.09
LN101832,17179640,9.17,300,South Mumbai,2016-06-07,0.0501,Formal,5.84
LN101833,5936600,9.9,300,Mumbai Suburbs,2020-02-13,0.0205,Formal,7.45
LN101834,15648065,6.63,300,Navi Mumbai,2016-04-06,0.0679,Formal,6.79
LN101835,5736319,7.5,180,South Mumbai,2021-08-24,0,Formal,6.08
LN101836,16578914,7.18,240,Mumbai Suburbs,2022-12-06,0.0138,Informal,6.12
LN101837,15160134,6.54,180,Mumbai Suburbs,2018-10-21,0.0628,Formal,4.87
LN101838,18034897,7.35,360,Mumbai Suburbs,2015-05-03,0,Formal,6.57
LN101839,3054780,8.88,360,South Mumbai,2019-07-15,0.1285,Formal,7.44
LN101840,1842186,7.31,180,South Mumbai,2022-01-04,0.0334,Formal,4.45
LN101841,15578363,8.28,180,South Mumbai,2021-11-06,0.0745,Formal,6.23
LN101842,11939922,9.61,240,Navi Mumbai,2018-08-14,0.098,Formal,5.81
LN101843,8116355,8.93,180,Mumbai Suburbs,2018-11-07,0.0681,Formal,6.98
LN101844,6538917,7.88,300,South Mumbai,2022-03-10,0.0598,Formal,4
LN101845,2124905,7.8,240,South Mumbai,2018-06-25,0.043,Formal,4.48
LN101846,4105958,8.1,180,South Mumbai,2020-02-22,0.0205,Informal,4.13
LN101847,6559277,7.12,180,South Mumbai,2021-08-26,0.0457,Informal,4.57
LN101848,16315296,8.72,360,Mumbai Suburbs,2018-11-30,0.0631,Formal,6.48
LN101849,9593059,7.77,240,Mumbai Suburbs,2015-12-04,0.0592,Formal,4.49
LN101850,19757506,9.48,360,Mumbai Suburbs,2021-12-03,0.0314,Formal,6.18
LN101851,12812936,9.15,180,Mumbai Suburbs,2022-12-10,0.0919,Informal,7.04
LN101852,14138567,8.64,240,Mumbai Suburbs,2019-10-27,0.0171,Formal,4.12
LN101853,1403322,7.77,300,South Mumbai,2018-07-02,0.0778,Formal,4.09
LN101854,15748072,7.23,180,Mumbai Suburbs,2020-07-30,0.0855,Informal,7.46
LN101855,15752304,9.22,180,Mumbai Suburbs,2016-07-15,0.0671,Informal,6.36
LN101856,17055099,8.2,360,South Mumbai,2018-12-01,0.1099,Informal,4.49
LN101857,15952964,7.29,300,Mumbai Suburbs,2021-03-18,0.0722,Informal,5.07
LN101858,5077716,7.18,180,Navi Mumbai,2016-05-11,0.1014,Informal,7.45
LN101859,11479153,7.08,360,South Mumbai,2017-11-16,0,Informal,4.8
LN101860,2908802,9.22,360,Navi Mumbai,2022-10-09,0.0881,Formal,6.63
LN101861,8334901,7.3,180,South Mumbai,2018-02-25,0.0776,Informal,4.84
LN101862,19325291,8.34,240,Mumbai Suburbs,2015-01-31,0.076,Informal,5.39
LN101863,18271164,8.08,180,Mumbai Suburbs,2018-02-08,0.0785,Formal,7.08
LN101864,17035897,8.53,300,Mumbai Suburbs,2017-06-29,0.0456,Formal,4.1
LN101865,13132693,9.57,180,South Mumbai,2016-07-17,0.0828,Formal,5.08
LN101866,9383190,9.54,240,Mumbai Suburbs,2016-10-25,0.1134,Formal,5.71
LN101867,15931115,8.08,360,Navi Mumbai,2016-12-05,0.0037,Informal,6.19
LN101868,16329893,6.55,300,South Mumbai,2021-04-28,0.0957,Formal,4.1
LN101869,14296848,7.99,300,Navi Mumbai,2018-01-11,0.0561,Informal,5.44
LN101870,15143266,8.62,300,Mumbai Suburbs,2021-07-03,0.0402,Formal,5.21
LN101871,18557857,8.45,300,Navi Mumbai,2017-05-15,0.0237,Formal,4.09
LN101872,5466134,8.78,240,South Mumbai,2019-06-19,0.0714,Informal,5.24
LN101873,19331421,7.04,240,Mumbai Suburbs,2021-12-29,0.1075,Formal,7.26
LN101874,11093205,8.76,240,South Mumbai,2017-06-08,0.0483,Informal,4.96
LN101875,13154297,7.14,240,Navi Mumbai,2022-11-02,0.08,Formal,6.05
LN101876,4127748,9.13,360,Mumbai Suburbs,2017-09-07,0.0597,Informal,5.04
LN101877,15722892,7.69,180,Mumbai Suburbs,2018-12-11,0.0107,Formal,4.37
LN101878,10223644,8.98,240,South Mumbai,2022-10-22,0.0546,Formal,5.01
LN101879,11758430,6.67,180,Navi Mumbai,2022-01-31,0.0401,Informal,5.65
LN101880,14863529,7.93,300,Mumbai Suburbs,2021-03-03,0.0296,Formal,5.04
LN101881,13569021,8.97,360,Mumbai Suburbs,2017-04-24,0.0471,Informal,6.18
LN101882,4496605,7.29,360,Mumbai Suburbs,2021-03-22,0.0504,Informal,7.32
LN101883,7416438,9.28,180,Navi Mumbai,2019-02-14,0.0902,Formal,4.24
LN101884,6311499,8.71,180,Mumbai Suburbs,2020-09-24,0.0607,Formal,6.51
LN101885,17413328,8.56,180,South Mumbai,2019-11-19,0.0179,Formal,4
LN101886,18085839,7.74,360,Navi Mumbai,2016-07-15,0.0962,Formal,4
LN101887,4647371,8.19,240,Mumbai Suburbs,2022-04-23,0.0716,Formal,4.47
LN101888,2147116,8.59,360,Mumbai Suburbs,2018-07-21,0.0684,Formal,5.68
LN101889,12345174,8.15,240,South Mumbai,2019-02-07,0.0862,Informal,4.17
LN101890,4772763,8.94,300,Navi Mumbai,2015-08-23,0.0594,Formal,6.53
LN101891,18087591,8.02,240,South Mumbai,2017-01-04,0.0439,Formal,4.1
LN101892,19903669,7.21,180,Mumbai Suburbs,2022-10-12,0.0704,Formal,5.73
LN101893,2271300,7.25,240,Navi Mumbai,2020-04-26,0.0787,Formal,6.37
LN101894,13048339,6.52,240,South Mumbai,2020-11-25,0.0714,Informal,4.83
LN101895,13776695,7.55,360,Navi Mumbai,2015-06-27,0.0843,Formal,6.03
LN101896,4842411,9.12,180,Mumbai Suburbs,2015-12-20,0.063,Informal,4.92
LN101897,7310208,9.28,300,Mumbai Suburbs,2021-09-13,0.0301,Formal,4.75
LN101898,14687761,7.21,240,Mumbai Suburbs,2021-02-05,0.0411,Formal,6.86
LN101899,12654304,9.86,300,Mumbai Suburbs,2022-10-26,0.1012,Informal,5.17
LN101900,4341861,8.26,180,South Mumbai,2016-03-18,0.061,Informal,6.85
LN101901,14116915,9.71,240,South Mumbai,2015-11-22,0.0262,Informal,4.76
LN101902,3615804,8.97,360,Navi Mumbai,2020-11-12,0.0233,Formal,5.25
LN101903,2982243,9.03,300,South Mumbai,2021-03-07,0.0198,Formal,4.36
LN101904,4413654,6.8,360,Navi Mumbai,2022-06-06,0.0847,Formal,5.74
LN101905,4270209,7.27,300,South Mumbai,2015-06-19,0.0693,Formal,5.34
LN101906,8323988,6.53,180,Mumbai Suburbs,2016-03-04,0.1153,Formal,4.02
LN101907,12045633,9.01,240,Navi Mumbai,2022-10-10,0.0773,Informal,5.63
LN101908,9210880,7.71,300,South Mumbai,2021-10-28,0.0791,Formal,4.26
LN101909,4594058,9.25,360,Navi Mumbai,2020-12-25,0.1197,Formal,6.93
LN101910,9117654,7.69,300,Mumbai Suburbs,2017-12-18,0.0309,Formal,5.73
LN101911,1233782,9.37,300,Mumbai Suburbs,2015-05-25,0.015,Formal,6.42
LN101912,19360462,6.96,300,Mumbai Suburbs,2015-02-20,0.0766,Formal,6.87
LN101913,18503547,7.11,300,Mumbai Suburbs,2018-04-12,0.0527,Informal,4.18
LN101914,2794291,7.69,300,Mumbai Suburbs,2018-02-01,0.0689,Informal,5.18
LN101915,5952075,7.93,300,Mumbai Suburbs,2017-09-19,0.0967,Formal,4.09
LN101916,4898606,7.72,360,Mumbai Suburbs,2019-01-21,0.0828,Formal,4.17
LN101917,3878117,9.17,300,South Mumbai,2016-03-24,0.1055,Informal,4.13
LN101918,13670380,6.84,300,Navi Mumbai,2022-07-31,0.0328,Formal,5.67
LN101919,11431645,7.73,300,Navi Mumbai,2021-03-12,0.0869,Formal,5.58
LN101920,13774615,9.43,240,Mumbai Suburbs,2018-08-11,0.0368,Formal,4.21
LN101921,6287913,6.73,180,Mumbai Suburbs,2015-05-11,0.1101,Formal,4.92
LN101922,4733149,9.8,180,Mumbai Suburbs,2015-10-27,0.0734,Informal,4.86
LN101923,12476429,9.95,180,Mumbai Suburbs,2021-07-24,0.0752,Informal,5.04
LN101924,6316741,6.81,360,Mumbai Suburbs,2018-02-28,0.0425,Formal,6.24
LN101925,3804802,7.52,360,Navi Mumbai,2015-03-22,0.0441,Formal,6.44
LN101926,5157263,7.8,360,South Mumbai,2018-11-30,0.0722,Formal,5.19
LN101927,5488198,9.22,300,Mumbai Suburbs,2021-05-08,0.1124,Formal,6.76
LN101928,13001352,8.59,180,Navi Mumbai,2016-09-15,0.1075,Informal,5.46
LN101929,10515406,8.76,300,Mumbai Suburbs,2015-06-11,0.0708,Formal,5.83
LN101930,8084609,9.15,240,Navi Mumbai,2020-08-15,0.0474,Formal,4.51
LN101931,11091985,6.91,180,Mumbai Suburbs,2015-04-20,0.0772,Formal,4.82
LN101932,19029773,9.42,240,South Mumbai,2022-04-23,0.0976,Formal,6.55
LN101933,12720657,8.97,240,Navi Mumbai,2017-03-13,0.0664,Formal,7.42
LN101934,2490687,8.52,300,Mumbai Suburbs,2016-10-13,0.0484,Formal,6.47
LN101935,14070601,9.61,180,Mumbai Suburbs,2020-07-31,0.0804,Informal,4.19
LN101936,10311768,8.95,240,South Mumbai,2021-07-02,0.0528,Formal,4.5
LN101937,12991292,7.21,180,Mumbai Suburbs,2021-03-16,0.0493,Formal,5.56
LN101938,12336501,8,240,Mumbai Suburbs,2018-08-30,0.0583,Informal,6.56
LN101939,6272864,8.23,240,South Mumbai,2018-07-26,0.08,Informal,4.58
LN101940,4788963,6.69,300,Mumbai Suburbs,2019-01-02,0.0533,Formal,6.63
LN101941,12540237,9.84,180,Mumbai Suburbs,2015-07-03,0.0589,Formal,5.95
LN101942,6185773,6.95,300,South Mumbai,2019-11-26,0.0643,Informal,6.71
LN101943,13728700,8.94,300,Mumbai Suburbs,2016-10-27,0.0485,Formal,5.95
LN101944,12021186,8.27,300,Mumbai Suburbs,2016-10-12,0.1065,Informal,6.11
LN101945,1968616,6.59,300,South Mumbai,2021-02-16,0.1153,Formal,4.87
LN101946,10639564,9.74,300,Mumbai Suburbs,2018-03-05,0.0509,Informal,6.52
LN101947,2490036,9.48,240,Mumbai Suburbs,2020-05-14,0.0361,Formal,6.95
LN101948,8179156,8.33,180,South Mumbai,2022-02-05,0.0461,Informal,7.05
LN101949,11197985,7.3,180,Mumbai Suburbs,2018-10-02,0.0734,Formal,4.1
LN101950,11109464,6.93,300,Mumbai Suburbs,2019-02-25,0.0574,Formal,6.19
LN101951,10352771,7.77,180,Navi Mumbai,2018-09-17,0.0216,Formal,7.46
LN101952,8904428,7.39,240,South Mumbai,2017-01-21,0.0553,Formal,6.05
LN101953,12401147,8.27,300,Mumbai Suburbs,2016-11-09,0.0722,Informal,4.6
LN101954,15113803,9.88,360,South Mumbai,2021-08-13,0.0895,Formal,7.07
LN101955,13070495,8.51,360,Mumbai Suburbs,2021-06-19,0.1127,Formal,4.93
LN101956,3322523,9.61,240,Mumbai Suburbs,2018-08-27,0.0466,Formal,4.16
LN101957,5746771,8.78,240,Mumbai Suburbs,2020-10-13,0.0413,Formal,5.51
LN101958,9640145,8.16,360,Mumbai Suburbs,2017-09-29,0.0525,Formal,4.35
LN101959,19533340,9.49,300,Navi Mumbai,2020-12-22,0.0316,Formal,4.4
LN101960,18618747,8.15,240,Mumbai Suburbs,2016-05-18,0.039,Formal,5.62
LN101961,1864645,9.54,360,Navi Mumbai,2015-11-29,0.0392,Informal,6.14
LN101962,2428127,7.52,300,South Mumbai,2016-03-05,0.0698,Informal,7.17
LN101963,9859690,6.95,240,Mumbai Suburbs,2016-04-13,0.035,Informal,6.47
LN101964,11309885,9.49,180,Mumbai Suburbs,2015-04-14,0.0847,Formal,6.95
LN101965,5254849,8.56,180,Mumbai Suburbs,2021-06-04,0.0945,Informal,5.44
LN101966,8574587,9.61,180,South Mumbai,2018-04-27,0.0262,Formal,5.12
LN101967,16407570,9.78,300,Navi Mumbai,2019-09-09,0.0209,Formal,6.07
LN101968,16669534,6.69,240,South Mumbai,2022-11-13,0.0439,Formal,6.43
LN101969,9336900,8.25,360,South Mumbai,2018-11-22,0.048,Formal,5.99
LN101970,19392993,7.81,240,Mumbai Suburbs,2015-02-13,0.098,Informal,4.93
LN101971,4512664,8.69,180,Mumbai Suburbs,2015-08-20,0.0585,Formal,5.29
LN101972,15930561,9.28,180,Mumbai Suburbs,2016-02-15,0.0726,Informal,5.57
LN101973,1973181,7.48,300,Mumbai Suburbs,2022-07-07,0.0725,Formal,4.05
LN101974,12505418,8.45,360,Mumbai Suburbs,2020-11-16,0.0336,Formal,7.08
LN101975,19268849,8.98,300,Mumbai Suburbs,2017-09-04,0.0525,Formal,5.79
LN101976,14284604,6.97,360,Mumbai Suburbs,2019-08-14,0.0596,Formal,6.63
LN101977,10922462,9.35,240,Navi Mumbai,2020-10-01,0.0713,Informal,4.6
LN101978,3061774,8.62,300,Navi Mumbai,2020-06-21,0.017,Formal,5.95
LN101979,3790358,9.82,300,Mumbai Suburbs,2020-01-09,0.0422,Formal,7.24
LN101980,7976610,7.69,300,South Mumbai,2018-04-24,0.0603,Formal,4.75
LN101981,19542740,6.88,180,Navi Mumbai,2020-11-24,0.0468,Formal,5.21
LN101982,19027848,8.27,180,South Mumbai,2016-08-31,0.0179,Formal,5.36
LN101983,7210715,6.8,360,South Mumbai,2018-07-19,0.0383,Informal,5.34
LN101984,18686927,9.89,240,South Mumbai,2016-03-17,0.0182,Formal,6.1
LN101985,4711584,6.64,300,South Mumbai,2018-01-25,0.1014,Formal,5.38
LN101986,7913283,9.14,180,Navi Mumbai,2019-12-06,0.0504,Formal,6.36
LN101987,2619715,8.34,300,Mumbai Suburbs,2021-03-21,0.058,Formal,5.7
LN101988,11016295,7.79,360,Navi Mumbai,2021-06-01,0.0306,Formal,4.55
LN101989,7314768,6.73,360,South Mumbai,2019-04-30,0.0669,Informal,7.32
LN101990,9815995,8.68,240,Mumbai Suburbs,2020-04-01,0.0809,Formal,4.84
LN101991,7726451,8.55,360,Navi Mumbai,2015-01-18,0.0325,Formal,5.97
LN101992,9064220,7.48,300,Navi Mumbai,2018-11-04,0.0332,Informal,4.21
LN101993,16478907,9.69,240,Mumbai Suburbs,2020-05-21,0.0451,Formal,7.22
LN101994,19321829,7.56,240,South Mumbai,2020-11-04,0.018,Formal,7.25
LN101995,19074854,8.07,180,Mumbai Suburbs,2018-09-11,0.0714,Formal,5.28
LN101996,14018596,8.4,300,Mumbai Suburbs,2019-02-07,0.0828,Informal,4.42
LN101997,17285299,6.85,360,Mumbai Suburbs,2022-02-18,0.017,Formal,6.69
LN101998,12483618,9.76,180,Mumbai Suburbs,2020-08-07,0.0864,Formal,4.92
LN101999,3456070,7.81,300,Mumbai Suburbs,2016-08-21,0.0865,Formal,6.45
LN102000,9878234,6.78,300,Mumbai Suburbs,2020-01-27,0,Formal,7.2
LN102001,1288859,7.86,240,Mumbai Suburbs,2016-05-14,0.0269,Formal,6.07
LN102002,19323452,8.6,240,South Mumbai,2018-04-24,0.0418,Formal,7.01
LN102003,16805013,8.3,300,Mumbai Suburbs,2015-10-22,0.0771,Formal,4.79
LN102004,13390020,8.93,180,Mumbai Suburbs,2017-08-08,0.0731,Informal,7.19
LN102005,14824509,6.69,240,South Mumbai,2019-04-30,0.0323,Informal,4.79
LN102006,9982913,7.5,240,Mumbai Suburbs,2020-08-12,0.1087,Formal,4.79
LN102007,5257341,9.37,300,South Mumbai,2018-08-07,0.039,Informal,7.08
LN102008,16321333,6.78,300,Mumbai Suburbs,2015-03-21,0.0349,Formal,5.94
LN102009,6477093,9.49,240,Navi Mumbai,2015-11-14,0.0252,Formal,6.8
LN102010,9592974,6.82,180,South Mumbai,2019-08-18,0.0546,Formal,6.81
LN102011,18279636,9.42,240,Mumbai Suburbs,2017-11-14,0.0871,Formal,6.26
LN102012,11640009,7.76,300,Mumbai Suburbs,2022-09-01,0.033,Formal,4.66
LN102013,6529046,8.64,240,South Mumbai,2017-12-21,0.0663,Formal,6.42
LN102014,19456377,7.04,300,Navi Mumbai,2015-09-14,0.0661,Informal,4.22
LN102015,10426807,6.73,240,Mumbai Suburbs,2020-01-01,0.0591,Formal,4.7
LN102016,18438118,7.26,300,Navi Mumbai,2019-04-29,0.0697,Formal,6.25
LN102017,8562116,6.95,300,South Mumbai,2018-12-28,0.0872,Informal,7.18
LN102018,19315328,7.59,180,South Mumbai,2022-04-27,0.0682,Formal,6.7
LN102019,14691916,8.3,300,Mumbai Suburbs,2020-05-07,0.0914,Formal,5.16
LN102020,19503892,8.56,240,Mumbai Suburbs,2015-06-07,0.027,Formal,6.88
LN102021,19463212,9.26,300,Navi Mumbai,2018-05-31,0.0467,Informal,7.38
LN102022,16220404,8.8,360,South Mumbai,2022-04-19,0.027,Formal,5.16
LN102023,10091044,8.63,240,Mumbai Suburbs,2016-03-31,0.0764,Formal,4.65
LN102024,16336095,7.94,180,South Mumbai,2018-07-10,0.0967,Formal,4.69
LN102025,15942371,8.16,240,Navi Mumbai,2019-04-07,0.0507,Formal,5.4
LN102026,19129360,7.95,180,Mumbai Suburbs,2020-02-05,0.0684,Informal,4.18
LN102027,2551330,9.45,360,Mumbai Suburbs,2018-02-15,0.0152,Formal,5.71
LN102028,1971248,7.31,180,South Mumbai,2019-11-05,0.0606,Informal,6.56
LN102029,5657851,6.52,300,Mumbai Suburbs,2016-03-18,0.0098,Formal,5.86
LN102030,6378750,8.78,360,South Mumbai,2022-06-14,0.0618,Formal,7.4
LN102031,3607411,7.21,360,South Mumbai,2021-11-02,0.0023,Informal,5.62
LN102032,2693439,9.62,180,Mumbai Suburbs,2016-11-01,0.1108,Formal,4.05
LN102033,19608310,9.51,240,Navi Mumbai,2021-02-22,0.0585,Informal,5.65
